timestamp,speed_kmh,engine_rpm,throttle_pct,brake,gear
2023-07-30 12:01:02.466000+00:00,0,3934,0,0,0
2023-07-30 12:01:02.746000+00:00,0,4035,0,0,0
2023-07-30 12:01:03.066000+00:00,0,4006,0,0,0
2023-07-30 12:01:04.226000+00:00,0,4047,0,0,0
2023-07-30 12:01:04.586000+00:00,0,3958,0,0,0
2023-07-30 12:01:04.826000+00:00,0,4118,0,0,0
2023-07-30 12:01:04.986000+00:00,0,4049,0,0,0
2023-07-30 12:01:05.226000+00:00,0,3992,0,0,0
2023-07-30 12:01:05.546000+00:00,0,3952,0,0,0
2023-07-30 12:01:05.746000+00:00,0,3941,0,0,0
2023-07-30 12:01:05.986000+00:00,0,3928,0,0,0
2023-07-30 12:01:06.226000+00:00,0,2948,0,0,0
2023-07-30 12:01:06.545000+00:00,0,1917,0,0,0
2023-07-30 12:01:06.905000+00:00,0,1917,0,0,0
2023-07-30 12:01:07.145000+00:00,0,1917,0,0,0
2023-07-30 12:01:07.465000+00:00,0,1917,100,1,0
2023-07-30 12:01:07.666000+00:00,0,1917,100,1,0
2023-07-30 12:01:07.906000+00:00,0,1917,100,1,0
2023-07-30 12:01:08.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:08.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:08.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:09.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:09.306000+00:00,0,1917,100,1,0
2023-07-30 12:01:09.546000+00:00,0,1917,100,1,0
2023-07-30 12:01:10.066000+00:00,0,1917,100,1,0
2023-07-30 12:01:10.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:10.426000+00:00,0,1917,100,1,0
2023-07-30 12:01:10.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:10.906000+00:00,0,1917,100,1,0
2023-07-30 12:01:11.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:11.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:11.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:12.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:12.466000+00:00,0,1917,100,1,0
2023-07-30 12:01:12.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:12.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:13.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:13.265000+00:00,0,1917,100,1,0
2023-07-30 12:01:13.465000+00:00,0,1917,100,1,0
2023-07-30 12:01:13.625000+00:00,0,1917,100,1,0
2023-07-30 12:01:13.945000+00:00,0,1917,100,1,0
2023-07-30 12:01:14.145000+00:00,0,1917,100,1,0
2023-07-30 12:01:14.746000+00:00,0,1917,100,1,0
2023-07-30 12:01:15.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:15.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:15.786000+00:00,0,1917,100,1,0
2023-07-30 12:01:15.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:16.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:16.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:16.626000+00:00,0,1917,100,1,0
2023-07-30 12:01:16.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:17.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:18.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:18.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:18.546000+00:00,0,1917,100,1,0
2023-07-30 12:01:18.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:18.986000+00:00,0,1917,100,1,0
2023-07-30 12:01:19.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:19.426000+00:00,0,1917,100,1,0
2023-07-30 12:01:19.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:19.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:20.265000+00:00,0,1917,100,1,0
2023-07-30 12:01:20.705000+00:00,0,1917,100,1,0
2023-07-30 12:01:21.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:21.546000+00:00,0,1917,100,1,0
2023-07-30 12:01:21.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:22.026000+00:00,0,1917,100,1,0
2023-07-30 12:01:22.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:22.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:22.786000+00:00,0,1917,100,1,0
2023-07-30 12:01:23.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:23.306000+00:00,0,1917,100,1,0
2023-07-30 12:01:23.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:23.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:23.986000+00:00,0,1917,100,1,0
2023-07-30 12:01:24.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:24.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:24.626000+00:00,0,1917,100,1,0
2023-07-30 12:01:24.786000+00:00,0,1917,100,1,0
2023-07-30 12:01:25.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:25.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:25.626000+00:00,0,1917,100,1,0
2023-07-30 12:01:25.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:26.026000+00:00,0,1917,100,1,0
2023-07-30 12:01:26.226000+00:00,0,1917,100,1,0
2023-07-30 12:01:26.466000+00:00,0,1917,100,1,0
2023-07-30 12:01:26.745000+00:00,0,1917,100,1,0
2023-07-30 12:01:26.945000+00:00,0,1917,100,1,0
2023-07-30 12:01:27.225000+00:00,0,1917,100,1,0
2023-07-30 12:01:27.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:27.626000+00:00,0,1917,100,1,0
2023-07-30 12:01:28.066000+00:00,0,1917,100,1,0
2023-07-30 12:01:28.306000+00:00,0,1917,100,1,0
2023-07-30 12:01:28.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:28.746000+00:00,0,1917,100,1,0
2023-07-30 12:01:28.906000+00:00,0,1917,100,1,0
2023-07-30 12:01:29.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:29.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:29.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:30.066000+00:00,0,1917,100,1,0
2023-07-30 12:01:30.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:30.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:31.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:31.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:31.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:32.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:32.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:32.666000+00:00,0,1917,100,1,0
2023-07-30 12:01:32.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:33.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:33.465000+00:00,0,1917,100,1,0
2023-07-30 12:01:33.825000+00:00,0,1917,100,1,0
2023-07-30 12:01:34.066000+00:00,0,1917,100,1,0
2023-07-30 12:01:34.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:34.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:34.906000+00:00,0,1917,100,1,0
2023-07-30 12:01:35.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:35.466000+00:00,0,1917,100,1,0
2023-07-30 12:01:35.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:35.906000+00:00,0,1917,100,1,0
2023-07-30 12:01:36.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:36.666000+00:00,0,1917,100,1,0
2023-07-30 12:01:37.066000+00:00,0,1917,100,1,0
2023-07-30 12:01:37.546000+00:00,0,1917,100,1,0
2023-07-30 12:01:37.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:38.226000+00:00,0,1917,100,1,0
2023-07-30 12:01:38.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:38.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:38.986000+00:00,0,1917,100,1,0
2023-07-30 12:01:39.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:40.145000+00:00,0,1917,100,1,0
2023-07-30 12:01:40.465000+00:00,0,1917,100,1,0
2023-07-30 12:01:40.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:41.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:41.466000+00:00,0,1917,100,1,0
2023-07-30 12:01:41.626000+00:00,0,1917,100,1,0
2023-07-30 12:01:41.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:42.306000+00:00,0,1917,100,1,0
2023-07-30 12:01:42.666000+00:00,0,1917,100,1,0
2023-07-30 12:01:42.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:43.026000+00:00,0,1917,100,1,0
2023-07-30 12:01:43.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:43.426000+00:00,0,1917,100,1,0
2023-07-30 12:01:43.786000+00:00,0,1917,100,1,0
2023-07-30 12:01:44.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:44.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:44.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:44.786000+00:00,0,1917,100,1,0
2023-07-30 12:01:45.026000+00:00,0,1917,100,1,0
2023-07-30 12:01:45.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:45.826000+00:00,0,1917,100,1,0
2023-07-30 12:01:46.226000+00:00,0,1917,100,1,0
2023-07-30 12:01:46.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:46.785000+00:00,0,1917,100,1,0
2023-07-30 12:01:46.985000+00:00,0,1917,100,1,0
2023-07-30 12:01:47.266000+00:00,0,1917,100,1,0
2023-07-30 12:01:47.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:47.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:47.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:48.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:48.466000+00:00,0,1917,100,1,0
2023-07-30 12:01:48.706000+00:00,0,1917,100,1,0
2023-07-30 12:01:49.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:49.306000+00:00,0,1917,100,1,0
2023-07-30 12:01:49.546000+00:00,0,1917,100,1,0
2023-07-30 12:01:49.906000+00:00,0,1917,100,1,0
2023-07-30 12:01:50.066000+00:00,0,1917,100,1,0
2023-07-30 12:01:50.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:50.666000+00:00,0,1917,100,1,0
2023-07-30 12:01:50.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:51.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:51.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:51.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:52.026000+00:00,0,1917,100,1,0
2023-07-30 12:01:52.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:52.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:52.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:53.106000+00:00,0,1917,100,1,0
2023-07-30 12:01:53.466000+00:00,0,1917,100,1,0
2023-07-30 12:01:53.666000+00:00,0,1917,100,1,0
2023-07-30 12:01:53.866000+00:00,0,1917,100,1,0
2023-07-30 12:01:54.226000+00:00,0,1917,100,1,0
2023-07-30 12:01:54.426000+00:00,0,1917,100,1,0
2023-07-30 12:01:54.746000+00:00,0,1917,100,1,0
2023-07-30 12:01:54.986000+00:00,0,1917,100,1,0
2023-07-30 12:01:55.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:55.586000+00:00,0,1917,100,1,0
2023-07-30 12:01:55.746000+00:00,0,1917,100,1,0
2023-07-30 12:01:55.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:56.186000+00:00,0,1917,100,1,0
2023-07-30 12:01:56.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:56.746000+00:00,0,1917,100,1,0
2023-07-30 12:01:56.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:57.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:57.626000+00:00,0,1917,100,1,0
2023-07-30 12:01:57.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:58.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:58.346000+00:00,0,1917,100,1,0
2023-07-30 12:01:58.506000+00:00,0,1917,100,1,0
2023-07-30 12:01:58.746000+00:00,0,1917,100,1,0
2023-07-30 12:01:58.946000+00:00,0,1917,100,1,0
2023-07-30 12:01:59.146000+00:00,0,1917,100,1,0
2023-07-30 12:01:59.386000+00:00,0,1917,100,1,0
2023-07-30 12:01:59.666000+00:00,0,1917,100,1,0
